StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3.6,Group
2026-02-10 12:02:39,2026-02-10 12:05:11,0,15,152,0,2026-02-17 12:05:17,R_1P78WSVeAsF9rXo,anonymous,EN,Alireza Azadi,1.0
